mfcc,zero_crossing_rate,spectral_centroid,spectral_rolloff,spectral_contrast,chroma,tempo,key,energy,valence,danceability,file_path,duration,length,sample_rate,genre,subgenre,label,filename,dataset,extraction_date
"[-150.10609436035156, 82.43238067626953, -13.01708984375, 23.5406436920166, 2.4763622283935547, 10.932826042175293, 0.32432085275650024, 3.969205856323242, -0.09631436318159103, 5.66772985458374, 0.07724417001008987, 2.715724229812622, -3.8446145057678223, 107.33956909179688, 24.821876525878906, 22.646522521972656, 11.9600248336792, 9.580652236938477, 8.075364112854004, 9.588785171508789, 8.128020286560059, 8.313614845275879, 8.210095405578613, 7.015501022338867, 6.870275974273682, 6.662158966064453]",0.12142666639407637,2522.54079823673,5244.368462479184,"[18.55748291546443, 15.09951655264073, 17.941002430046897, 17.599225914708903, 17.60257669152156, 17.023453008492424, 47.41192121718462]","[0.3529604375362396, 0.3292366564273834, 0.2910025715827942, 0.47763609886169434, 0.6150258183479309, 0.3955979645252228, 0.41799309849739075, 0.3725811541080475, 0.535922110080719, 0.424882709980011, 0.41223815083503723, 0.48867446184158325]",92.28515625,D,0.062160223722457886,0.8408469327455766,0.4,/Users/alessandro/Music/personal_dataset/reggae/two-tone/08. The Mighty Mighty Bosstones - The Impression That I Get.flac,195.1950113378685,195.1950113378685,22050,reggae,two-tone,reggae_two-tone,08. The Mighty Mighty Bosstones - The Impression That I Get.flac,personal,2025-09-20 14:47:07.173728
"[-26.358280181884766, 56.82759094238281, -7.919738292694092, 28.95247459411621, 8.702983856201172, 3.509722948074341, 0.2766082286834717, 7.139813423156738, -0.7821698784828186, 0.6674947142601013, 2.6838221549987793, 4.557211399078369, -1.6065654754638672, 74.53351593017578, 25.654333114624023, 18.022138595581055, 14.057158470153809, 14.793437957763672, 9.91878604888916, 10.00511646270752, 9.60108757019043, 8.73164176940918, 8.038130760192871, 7.493420600891113, 6.941720962524414, 6.7965874671936035]",0.17195473566033884,3149.968791883545,6329.414519983351,"[20.721390785431304, 14.549160276819062, 17.795252306795017, 17.90468281548212, 17.651072164084137, 17.791635523065327, 46.477388375329866]","[0.556605339050293, 0.5156714916229248, 0.48837563395500183, 0.6624422669410706, 0.42576685547828674, 0.33835679292678833, 0.3260025084018707, 0.4786289930343628, 0.5112310647964478, 0.3772048056125641, 0.41173869371414185, 0.3890915811061859]",107.666015625,D,0.17404921352863312,1.0,0.7,/Users/alessandro/Music/personal_dataset/reggae/two-tone/12. Reel Big Fish - Sell Out.flac,227.49333333333334,227.49333333333334,22050,reggae,two-tone,reggae_two-tone,12. Reel Big Fish - Sell Out.flac,personal,2025-09-20 14:47:07.173728
"[-128.94337463378906, 55.77650451660156, 5.872767448425293, 29.860912322998047, 12.466268539428711, 7.787960529327393, 5.467160701751709, 5.357870101928711, -0.8554162383079529, 2.8870816230773926, -6.077889919281006, -0.5932025909423828, -6.536134719848633, 81.79365539550781, 24.882822036743164, 23.78309440612793, 18.55000114440918, 11.520544052124023, 13.316783905029297, 11.871949195861816, 9.018762588500977, 9.327075004577637, 8.634050369262695, 8.096465110778809, 8.73022174835205, 8.240211486816406]",0.1488410548694278,3069.698635597366,6549.1181406717815,"[22.93303512243827, 14.720719128831709, 18.72814493447133, 19.8283977755039, 19.382561422988136, 18.598800455127353, 46.756769533860975]","[0.525093674659729, 0.4023379981517792, 0.33479905128479004, 0.34583780169487, 0.4293493628501892, 0.576019823551178, 0.40184128284454346, 0.41311830282211304, 0.3541495203971863, 0.42625948786735535, 0.39939606189727783, 0.34956732392311096]",129.19921875,C,0.09457124024629593,1.0,1.0,/Users/alessandro/Music/personal_dataset/reggae/two-tone/05. The Bodysnatchers - Let's Do Rock Steady.flac,174.4902947845805,174.4902947845805,22050,reggae,two-tone,reggae_two-tone,05. The Bodysnatchers - Let's Do Rock Steady.flac,personal,2025-09-20 14:47:07.173728
"[-97.81611633300781, 90.62152099609375, -9.109400749206543, 25.6357364654541, -4.924850940704346, 11.387210845947266, -11.955876350402832, 2.0569982528686523, -4.106390476226807, 1.267012119293213, -1.3736807107925415, 6.87233829498291, -1.2445396184921265, 90.00179290771484, 35.12297439575195, 23.717994689941406, 20.94407081604004, 19.336776733398438, 17.033254623413086, 15.519883155822754, 13.097721099853516, 12.168724060058594, 12.484524726867676, 11.591774940490723, 10.949374198913574, 9.634010314941406]",0.09290707051021331,2196.3147031415556,4669.12010341818,"[26.34769888218837, 15.912633331911735, 19.79911222010553, 19.24738710584712, 19.516169490061955, 18.488306513465226, 49.99842384890511]","[0.379829078912735, 0.3410453796386719, 0.3302058279514313, 0.4292568266391754, 0.2846008241176605, 0.35275211930274963, 0.28141817450523376, 0.36908215284347534, 0.42655637860298157, 0.3835369646549225, 0.48266854882240295, 0.3970557451248169]",129.19921875,E,0.1781868040561676,0.7321049010471852,1.0,/Users/alessandro/Music/personal_dataset/reggae/lover_rock/01. Sugar Minott - Lovers Rock.flac,192.658231292517,192.658231292517,22050,reggae,lover_rock,reggae_lover_rock,01. Sugar Minott - Lovers Rock.flac,personal,2025-09-20 14:47:07.173728
"[-126.48748016357422, 103.11933135986328, 5.888665199279785, 29.88010025024414, 23.1474552154541, 3.133718729019165, 1.4735547304153442, 6.998486042022705, -4.3707685470581055, -0.7948591709136963, -1.0318995714187622, 1.3281418085098267, -4.707074165344238, 97.34515380859375, 34.644622802734375, 24.046125411987305, 19.88239288330078, 13.748493194580078, 11.473128318786621, 11.278173446655273, 9.618081092834473, 10.139399528503418, 8.885303497314453, 8.072492599487305, 8.116922378540039, 7.612936973571777]",0.07110696098363033,1974.9805889447239,4383.409990675084,"[30.239315900501712, 15.811398378352864, 19.536828313412958, 17.999258248622706, 18.70811749664018, 18.092760628455302, 44.74165994787145]","[0.2999771237373352, 0.40570592880249023, 0.44505825638771057, 0.586780309677124, 0.43501508235931396, 0.3723578155040741, 0.27456051111221313, 0.27998557686805725, 0.44484075903892517, 0.3411640226840973, 0.33355581760406494, 0.2467948943376541]",161.4990234375,D,0.16056649386882782,0.6583268629815746,0.4,/Users/alessandro/Music/personal_dataset/reggae/lover_rock/10. Sugar Minott - Good Thing Going.flac,220.2,220.2,22050,reggae,lover_rock,reggae_lover_rock,10. Sugar Minott - Good Thing Going.flac,personal,2025-09-20 14:47:07.173728
"[-124.80111694335938, 78.45004272460938, 17.204116821289062, 23.79583740234375, 11.94218921661377, 10.339837074279785, 2.5498077869415283, 12.686034202575684, 3.0127949714660645, 13.411417007446289, -0.07054104655981064, 2.092862844467163, -5.412785530090332, 92.77725219726562, 28.41606903076172, 27.035245895385742, 19.721574783325195, 13.617050170898438, 13.433303833007812, 12.850914001464844, 11.717921257019043, 9.683991432189941, 11.765694618225098, 9.089409828186035, 8.691996574401855, 9.464156150817871]",0.09099068841430441,2504.951428696522,5753.109766225346,"[27.2824676689289, 14.956989096591206, 19.43400052371171, 19.537905027623236, 19.879224532532184, 18.166512735687164, 49.063447539889445]","[0.2589888572692871, 0.3100678622722626, 0.3882730007171631, 0.3454263210296631, 0.37907376885414124, 0.3831688463687897, 0.4765649437904358, 0.43522343039512634, 0.41416922211647034, 0.5292136073112488, 0.439022958278656, 0.4019435942173004]",129.19921875,G,0.1563599854707718,0.8349838095655072,1.0,/Users/alessandro/Music/personal_dataset/reggae/lover_rock/07. Brown Sugar - I'm In Love With A Dreadlocks.flac,203.94666666666666,203.94666666666666,22050,reggae,lover_rock,reggae_lover_rock,07. Brown Sugar - I'm In Love With A Dreadlocks.flac,personal,2025-09-20 14:47:07.173728
"[-146.76576232910156, 79.80175018310547, -2.8881845474243164, 59.24165725708008, 6.7975616455078125, 13.573586463928223, -0.4676820635795593, 5.092615604400635, -5.177387714385986, 3.4362685680389404, 0.18147805333137512, -1.8218415975570679, -4.212425231933594, 105.4588623046875, 32.89203643798828, 25.380107879638672, 20.340660095214844, 17.198772430419922, 12.134528160095215, 14.34282112121582, 11.54558277130127, 12.177508354187012, 10.979656219482422, 9.827799797058105, 9.539473533630371, 9.145466804504395]",0.08506922330257398,2033.285238620104,4105.846106487772,"[20.162824905944866, 17.484090019898, 21.85800153876376, 19.45030906127778, 19.472484889346845, 18.76029479265582, 47.956002901961526]","[0.3495250940322876, 0.3215857148170471, 0.3817038834095001, 0.32091113924980164, 0.30981573462486267, 0.4028918445110321, 0.3427887558937073, 0.43205714225769043, 0.33243799209594727, 0.2957433760166168, 0.2672642469406128, 0.2796836793422699]",143.5546875,C,0.18017758429050446,0.6777617462067014,0.7,/Users/alessandro/Music/personal_dataset/reggae/lover_rock/03. Dennis Brown - Money In My Pocket.flac,153.8,153.8,22050,reggae,lover_rock,reggae_lover_rock,03. Dennis Brown - Money In My Pocket.flac,personal,2025-09-20 14:47:07.173728
"[-129.8075714111328, 84.74383544921875, 11.858917236328125, 33.065528869628906, 6.279562950134277, 15.6427001953125, 7.830660343170166, 0.9372907280921936, 10.42094898223877, 6.295260429382324, -1.18468177318573, 2.836103677749634, -1.2028380632400513, 83.31902313232422, 37.231109619140625, 28.48805809020996, 18.629348754882812, 15.409043312072754, 14.514322280883789, 12.106962203979492, 12.310040473937988, 11.672715187072754, 8.46151065826416, 9.379716873168945, 7.557214736938477, 7.8076019287109375]",0.08143171266373664,2232.356490821946,4890.600718485409,"[19.214003687416028, 15.597967354801687, 20.888540768808152, 20.9074468663013, 19.985906322530063, 18.85333964761793, 44.480197392179186]","[0.4937604069709778, 0.38272953033447266, 0.3659175932407379, 0.31736740469932556, 0.39996248483657837, 0.36922982335090637, 0.31426846981048584, 0.43892839550971985, 0.35958459973335266, 0.4075722396373749, 0.3344796895980835, 0.4319450259208679]",135.99917763157896,C,0.17856770753860474,0.744118830273982,1.0,/Users/alessandro/Music/personal_dataset/reggae/lover_rock/23. Donna Rhoden - It's True.flac,269.44290249433107,269.44290249433107,22050,reggae,lover_rock,reggae_lover_rock,23. Donna Rhoden - It's True.flac,personal,2025-09-20 14:47:07.173728
"[-109.74498748779297, 101.87068176269531, -3.230881452560425, 20.454965591430664, 11.083060264587402, 7.6263556480407715, -0.6789095997810364, 2.169727087020874, -2.3083078861236572, 2.3252151012420654, -5.273148536682129, -1.8776549100875854, -3.0720701217651367, 97.70811462402344, 37.636478424072266, 26.76463508605957, 18.034381866455078, 13.38183307647705, 9.96033000946045, 9.973406791687012, 8.778332710266113, 8.46297836303711, 8.912941932678223, 8.021780967712402, 7.993289470672607, 8.314663887023926]",0.09029797659408692,2182.332874559421,4638.849049694133,"[22.590624686209544, 17.129684800877612, 19.566737943335127, 19.330605908975986, 20.664716799535157, 19.940248195443644, 46.68712907251939]","[0.2613096535205841, 0.3232802450656891, 0.25209590792655945, 0.39175179600715637, 0.4413506090641022, 0.3513759672641754, 0.45054709911346436, 0.35062143206596375, 0.39356207847595215, 0.3172873258590698, 0.29012563824653625, 0.34395739436149597]",143.5546875,D,0.18662673234939575,0.7274442915198069,0.7,/Users/alessandro/Music/personal_dataset/reggae/lover_rock/16. John Holt - Baby I'm a Want You.flac,137.81333333333333,137.81333333333333,22050,reggae,lover_rock,reggae_lover_rock,16. John Holt - Baby I'm a Want You.flac,personal,2025-09-20 14:47:07.173728
"[-122.89027404785156, 88.77215576171875, -3.0465333461761475, 65.11356353759766, -6.68893575668335, 30.958599090576172, -8.383804321289062, 14.606781959533691, -5.307402610778809, 7.806166648864746, -4.950655937194824, -3.2542641162872314, -2.700944185256958, 96.506103515625, 24.60972023010254, 27.95464515686035, 21.9709529876709, 15.589722633361816, 16.332313537597656, 12.675337791442871, 11.083982467651367, 12.118738174438477, 9.028342247009277, 9.514522552490234, 8.694865226745605, 8.902552604675293]",0.08615799697361262,1994.169349034887,4473.040268060562,"[26.85046248079113, 17.399288721168478, 20.345991004593586, 18.8014932785144, 19.11987204860642, 18.621288937308996, 57.98546124611636]","[0.4214552938938141, 0.34076064825057983, 0.37815141677856445, 0.45071887969970703, 0.36731964349746704, 0.35690775513648987, 0.2754361927509308, 0.3504669964313507, 0.3389836847782135, 0.3167520761489868, 0.386696994304657, 0.3357171416282654]",143.5546875,C,0.19961673021316528,0.6647231163449624,0.7,/Users/alessandro/Music/personal_dataset/reggae/lover_rock/20. Love Joys - Sweet Feelings.flac,213.38666666666666,213.38666666666666,22050,reggae,lover_rock,reggae_lover_rock,20. Love Joys - Sweet Feelings.flac,personal,2025-09-20 14:47:07.173728
"[-159.885009765625, 78.73052978515625, 7.576786041259766, 18.304140090942383, 10.312222480773926, 10.252009391784668, 4.301651477813721, 6.191455841064453, -9.300661087036133, 3.5097460746765137, -0.036750439554452896, 1.3333351612091064, -1.2615587711334229, 98.84408569335938, 41.91301345825195, 34.16466522216797, 16.74161720275879, 14.748867988586426, 14.957921981811523, 12.57064437866211, 11.711502075195312, 12.408592224121094, 9.992738723754883, 12.4909086227417, 10.716509819030762, 10.88940143585205]",0.10408492066884893,2585.39263244332,5466.735105084003,"[23.13251721433223, 16.512746710035294, 21.925690789067644, 20.170734678761622, 20.304500137176888, 18.86004450645387, 47.109535335718384]","[0.4591023325920105, 0.2764141261577606, 0.2662295401096344, 0.2515891194343567, 0.3162231147289276, 0.4087007939815521, 0.3011888861656189, 0.3748956024646759, 0.37069830298423767, 0.4072266221046448, 0.3507553040981293, 0.32736584544181824]",117.45383522727273,C,0.12491349875926971,0.8617975441477733,0.7,/Users/alessandro/Music/personal_dataset/reggae/lover_rock/02. Janet Kay - Silly Games.flac,237.61170068027212,237.61170068027212,22050,reggae,lover_rock,reggae_lover_rock,02. Janet Kay - Silly Games.flac,personal,2025-09-20 14:47:07.173728
"[-141.42178344726562, 57.41135787963867, 17.009273529052734, 29.12555503845215, 12.942934036254883, 13.629837989807129, 2.976914167404175, 12.215616226196289, -5.036347389221191, 9.980454444885254, 5.84720516204834, 5.71377420425415, 4.0203752517700195, 98.91929626464844, 40.15675735473633, 23.14271354675293, 20.694561004638672, 16.919340133666992, 15.32748794555664, 15.855901718139648, 10.927230834960938, 11.355295181274414, 9.54096794128418, 9.849061965942383, 9.88493537902832, 10.032732009887695]",0.1324694091143934,2965.6026618279466,6212.501869785969,"[18.48738956927368, 15.011231445275188, 19.08725766131572, 17.66157178543275, 18.28851106213353, 17.937416476844632, 48.07959447991743]","[0.4915865659713745, 0.4352770149707794, 0.48473718762397766, 0.4329366087913513, 0.425449401140213, 0.40751469135284424, 0.36379262804985046, 0.4078884720802307, 0.4077424108982086, 0.4613286554813385, 0.423251748085022, 0.4645243287086487]",135.99917763157896,C,0.15407323837280273,0.9885342206093155,1.0,/Users/alessandro/Music/personal_dataset/reggae/lover_rock/21. Freddie McGregor - Sweet Lady.flac,191.0,191.0,22050,reggae,lover_rock,reggae_lover_rock,21. Freddie McGregor - Sweet Lady.flac,personal,2025-09-20 14:47:07.173728
